team-year,W.rank,L.rank,Finish.rank,Age.rank,Ht.rank,Wt.rank,G.rank,MP.rank,FG.rank,FGA.rank,FG%.rank,3P.rank,3PA.rank,3P%.rank,2P.rank,2PA.rank,2P%.rank,FT.rank,FTA.rank,FT%.rank,ORB.rank,DRB.rank,TRB.rank,AST.rank,STL.rank,BLK.rank,TOV.rank,PF.rank,PTS.rank
CLE-1994,47,35,4,9,21,24,82,2,22,23,14,10,13,3,20,21,17,9,12,3,19,19,19,14,16,14,1,7,12
CLE-1993,54,28,2,3,12,26,82,9,8,21,1,10,14,1,9,19,2,18,21,1,26,10,22,1,22,4,2,1,8
CLE-1992,57,25,2,9,18,26,82,16,10,21,7,8,8,3,14,21,5,7,11,2,27,9,21,4,25,1,1,2,7
CLE-1991,33,49,6,14,8,21,82,9,23,24,13,15,15,7,18,18,15,15,19,13,24,20,24,2,20,10,9,3,22
CLE-1990,42,40,4,21,11,25,82,2,25,22,22,1,1,1,27,25,23,20,18,22,14,17,16,10,21,3,10,1,21
CLE-1989,57,25,2,17,10,19,82,21,13,23,1,14,16,3,12,22,3,11,7,19,24,9,19,5,10,2,9,1,12
CLE-1988,42,40,5,23,14,18,82,9,20,23,6,14,16,2,19,20,8,13,10,20,22,20,23,12,7,3,18,4,21
CLE-1987,31,51,6,23,5,12,82,19,20,19,20,17,16,20,19,16,18,16,9,23,7,10,6,22,18,3,23,4,22
CLE-1986,29,53,5,8,20,10,82,15,14,11,18,4,5,3,19,17,17,20,18,15,16,7,13,15,19,8,9,23,19
CLE-1985,36,46,4,10,21,10,82,14,18,8,22,6,4,9,21,9,22,11,9,18,8,7,6,15,20,9,8,19,16
CLE-1984,28,54,4,19,22,10,82,9,20,12,23,14,15,7,20,7,23,22,21,18,7,9,7,21,18,17,4,19,22
CLE-1983,23,59,5,12,11,13,82,15,23,22,22,18,21,6,23,21,22,22,21,20,16,15,15,23,21,23,10,21,23
CLE-1982,15,67,6,13,8,11,82,13,18,8,23,21,19,22,18,5,23,17,17,10,9,23,22,21,19,19,3,13,21
CLE-1981,28,54,5,15,9,3,82,11,12,2,21,2,2,3,12,3,20,23,23,2,6,18,15,16,20,19,1,7,17
CLE-1980,37,45,5,3,16,9,82,1,3,1,15,16,14,21,3,1,17,12,14,8,7,17,10,13,15,18,1,9,3
CLE-1979,30,52,5,4,16,8,82,21,14,7,21,,,,14,7,21,17,19,4,11,22,21,21,17,19,1,10,20
CLE-1978,43,39,3,2,3,3,82,4,17,10,19,,,,17,10,19,20,19,16,13,8,11,22,16,7,2,1,19
CLE-1977,43,39,4,3,3,9,82,6,15,7,20,,,,15,7,20,20,20,17,3,15,11,20,21,5,1,5,20
CLE-1976,49,33,1,6,4,6,82,7,7,5,12,,,,7,5,12,18,18,12,8,14,11,10,15,6,1,1,17
CLE-1975,40,42,3,12,3,4,82,1,11,12,7,,,,11,12,7,18,17,15,13,17,17,11,16,11,2,3,16
CLE-1974,29,53,4,10,12,11,82,6,14,6,16,,,,14,6,16,15,15,7,6,17,13,9,15,15,2,9,17
CLE-1973,32,50,4,11,12,11,82,1,17,8,16,,,,17,8,16,11,8,11,,,11,7,,,,11,17
CLE-1972,23,59,4,17,5,15,82,11,15,3,17,,,,15,3,17,15,13,14,,,11,6,,,,8,16
CLE-1971,15,67,4,17,7,12,82,17,17,14,16,,,,17,14,16,15,15,9,,,16,5,,,,11,17
DAL-2019,3,7,5,17,19,11,10,11,17,17,17,9,10,16,21,22,13,17,17,16,15,22,21,16,23,24,25,10,17
DAL-2018,24,58,4,5,27,28,82,12,29,17,26,5,4,17,28,27,21,29,29,19,30,21,27,19,25,29,1,10,28
DAL-2017,33,49,5,8,28,30,82,18,30,27,29,5,6,16,30,27,25,29,30,4,30,30,30,27,19,30,2,9,30
DAL-2016,42,40,2,2,24,6,82,1,22,18,20,7,5,23,26,27,12,12,21,3,26,9,19,18,26,29,2,8,16
DAL-2015,50,32,4,1,17,30,82,8,2,8,5,7,8,13,11,20,3,15,16,16,20,23,23,8,10,20,4,15,3
DAL-2014,49,33,4,1,23,18,82,15,2,11,4,8,12,2,10,19,6,20,23,3,22,23,26,6,5,21,3,10,8
DAL-2013,41,41,4,4,29,15,82,1,3,8,8,12,14,6,5,10,10,19,25,2,26,6,16,5,16,8,5,23,8
DAL-2012,36,30,3,1,11,27,66,3,19,14,19,7,4,19,25,25,11,22,26,9,27,3,11,15,4,14,8,8,19
DAL-2011,57,25,2,1,15,26,82,29,13,24,5,8,5,11,25,29,1,24,27,8,28,6,14,2,23,24,12,4,11
DAL-2010,55,27,1,1,20,25,82,5,11,14,12,10,13,5,15,15,15,16,25,1,24,10,17,3,10,6,3,1,11
DAL-2009,50,32,3,3,14,12,82,14,7,6,9,12,8,25,12,16,6,21,26,2,14,5,5,8,17,9,5,4,9
DAL-2008,51,31,4,3,13,12,82,25,16,24,9,19,19,20,14,18,8,7,14,1,21,7,9,20,29,10,5,23,12
DAL-2007,67,15,1,6,9,5,82,27,11,21,5,8,14,4,21,22,11,12,19,2,15,10,8,24,24,12,5,17,9
DAL-2006,60,22,2,7,5,11,82,9,17,18,7,21,21,9,9,11,12,3,5,6,5,16,6,29,13,4,5,11,9
DAL-2005,58,24,2,8,2,22,82,27,4,7,8,15,15,6,12,11,6,1,5,4,14,8,8,26,4,7,4,13,3
DAL-2004,52,30,3,12,2,10,82,15,1,1,3,6,5,11,1,3,1,15,22,1,1,6,2,3,15,10,1,3,1
DAL-2003,60,22,2,12,6,20,82,24,3,2,7,2,2,3,15,19,7,15,26,1,24,9,17,9,11,13,1,9,1
DAL-2002,57,25,2,14,7,12,82,5,2,4,4,2,3,4,11,22,4,7,10,1,23,4,12,14,22,18,1,24,1
DAL-2001,53,29,3,22,1,17,82,18,5,10,5,3,6,4,11,22,6,13,21,2,27,9,21,18,19,5,6,21,4
DAL-2000,40,42,4,22,1,20,82,26,3,3,12,5,7,2,8,10,19,25,29,2,23,20,22,18,23,15,2,6,3
DAL-1999,19,31,5,22,1,7,50,13,10,6,18,19,20,16,8,5,18,21,22,17,15,12,12,27,26,4,4,9,15
DAL-1998,20,62,5,21,1,9,82,6,21,8,27,7,8,8,24,12,27,29,29,9,20,21,23,28,20,6,7,2,26
DAL-1997,24,58,4,17,3,4,82,18,27,17,28,22,19,27,20,16,24,27,26,25,13,21,17,24,17,21,19,13,26
DAL-1996,26,56,6,28,18,4,82,2,10,1,29,1,1,18,25,12,28,25,25,24,1,14,2,11,19,22,13,12,9
DAL-1995,36,46,5,27,9,3,82,2,7,1,26,20,15,24,3,1,25,13,15,18,1,7,1,11,26,25,21,7,9
DAL-1994,13,69,6,25,8,2,82,20,25,8,27,18,15,22,21,7,27,24,25,8,3,27,20,27,6,27,21,25,27
DAL-1993,11,71,6,26,18,5,82,25,25,5,27,10,11,12,25,11,27,24,20,27,6,24,18,27,18,22,27,27,26
DAL-1992,22,60,5,6,10,5,82,25,27,15,27,5,5,10,27,23,26,24,24,14,9,10,11,26,27,24,6,18,27
DAL-1991,28,54,6,1,5,3,82,13,24,22,15,12,11,12,25,21,16,26,27,16,25,17,22,25,26,17,4,9,25
DAL-1990,47,35,3,4,2,1,82,5,24,25,16,17,19,16,21,23,17,16,16,10,22,13,17,26,19,14,7,4,22
DAL-1989,38,44,4,4,8,3,82,14,23,22,17,7,4,17,25,24,15,16,19,7,23,14,23,24,23,7,3,4,24
DAL-1988,53,29,2,11,1,1,82,18,16,11,14,6,5,17,17,17,12,3,4,4,1,3,1,17,18,12,3,2,7
DAL-1987,55,27,1,11,2,1,82,3,5,8,7,1,1,3,12,17,6,2,2,3,11,4,5,17,16,13,1,6,4
DAL-1986,44,38,3,20,4,1,82,8,7,10,5,1,1,6,11,20,4,5,8,7,21,8,15,14,22,17,1,1,2
DAL-1985,44,38,3,22,16,6,82,2,11,12,13,1,1,2,16,19,12,13,14,3,17,15,19,13,22,20,1,2,10
DAL-1984,43,39,2,21,12,4,82,3,9,10,5,15,13,15,9,9,7,15,17,12,18,19,21,12,21,18,1,2,11
DAL-1983,38,44,4,23,17,5,82,18,7,5,11,11,11,13,6,5,11,7,8,6,5,17,9,6,23,22,1,10,5
DAL-1982,28,54,5,21,11,10,82,23,20,12,21,7,9,6,20,12,21,10,9,16,7,21,18,8,23,22,2,13,19
DAL-1981,15,67,6,21,13,11,82,11,23,20,23,8,10,5,23,21,22,5,7,12,19,21,23,17,23,23,5,10,21
DEN-2019,9,1,1,27,16,7,10,11,15,16,11,26,21,26,10,13,7,9,9,17,4,11,8,11,6,19,9,5,16
DEN-2018,46,36,5,25,15,12,82,4,7,12,10,6,8,7,14,21,8,12,12,18,2,20,7,5,17,12,23,6,6
DEN-2017,40,42,4,24,19,20,82,25,3,4,6,7,8,11,10,14,5,9,8,17,5,6,2,2,28,27,23,9,3
DEN-2016,33,49,4,24,18,26,82,11,21,12,21,20,18,26,15,15,20,10,10,14,6,19,8,14,20,16,18,23,20
DEN-2015,30,52,4,17,29,14,82,8,13,2,26,13,12,28,16,13,22,8,8,24,3,12,7,13,14,21,15,30,12
DEN-2014,36,46,4,17,30,25,82,25,11,5,19,11,9,15,17,15,16,8,5,27,4,8,2,12,18,4,28,30,9
DEN-2013,57,25,2,16,8,21,82,3,1,2,4,20,19,25,1,3,4,6,3,28,1,10,2,3,2,3,27,21,1
DEN-2012,38,28,2,12,19,17,66,6,2,15,2,16,13,24,3,17,1,3,1,25,17,7,8,1,9,16,25,17,1
DEN-2011,50,32,2,9,23,3,82,29,6,17,3,7,8,3,19,25,5,2,1,16,26,5,11,10,13,24,16,18,1
DEN-2010,53,29,1,8,19,4,82,17,13,17,10,12,12,10,16,18,9,1,1,9,17,16,20,18,3,13,11,27,3
DEN-2009,54,28,1,8,14,5,82,27,10,22,5,16,17,13,14,18,5,2,1,20,15,12,15,6,3,2,25,26,6
DEN-2008,50,32,2,4,28,23,82,5,3,2,6,13,11,19,4,7,7,1,1,19,15,2,5,3,1,1,21,17,2
DEN-2007,45,37,2,14,26,21,82,22,3,4,7,16,13,28,2,7,7,5,3,19,5,5,3,5,2,8,28,9,3
DEN-2006,44,38,1,9,30,24,82,3,2,6,8,24,22,30,1,2,5,6,7,16,15,11,14,3,2,7,23,13,5
DEN-2005,49,33,2,16,29,25,82,24,7,14,4,24,24,26,1,6,7,6,6,15,19,12,16,2,2,4,22,17,8
DEN-2004,43,39,6,24,26,19,82,26,5,3,11,25,25,21,5,2,14,3,6,9,7,24,15,9,3,5,20,20,5
DEN-2003,17,65,7,28,1,6,82,29,28,19,29,28,25,29,17,4,29,28,23,29,3,28,14,16,6,16,29,29,29
DEN-2002,27,55,6,11,24,21,82,15,17,7,28,13,11,25,20,11,29,25,24,19,2,29,21,12,20,10,19,26,23
DEN-2001,40,42,6,12,14,28,82,21,10,5,21,4,3,12,20,18,21,21,20,22,7,7,8,4,27,2,4,13,11
DEN-2000,35,47,5,26,8,25,82,2,9,6,21,7,5,22,19,18,15,18,12,24,8,7,6,11,27,1,17,18,11
DEN-1999,14,36,6,28,28,21,50,27,19,9,24,3,2,20,26,23,19,8,12,4,13,24,18,22,25,8,7,21,8
DEN-1998,11,71,7,18,24,13,82,27,29,18,28,24,21,25,27,14,28,9,14,2,16,26,28,27,16,17,19,24,28
DEN-1997,21,61,5,10,15,15,82,1,18,7,23,4,4,7,24,20,25,15,19,6,19,5,8,8,29,4,25,11,13
DEN-1996,35,47,4,20,5,17,82,10,19,10,24,22,22,23,15,5,25,14,16,16,9,6,5,15,28,1,12,17,20
DEN-1995,41,41,4,17,7,16,82,1,15,21,7,18,18,17,14,17,8,9,10,13,19,10,8,17,15,1,23,22,13
DEN-1994,42,40,4,27,10,10,82,13,21,20,15,26,23,27,11,10,15,8,2,20,18,3,7,26,20,1,23,19,19
DEN-1993,36,46,4,27,8,19,82,9,13,3,22,24,25,22,6,2,26,11,10,14,5,3,1,25,17,2,23,22,14
DEN-1992,24,58,4,22,5,23,82,20,21,5,26,22,23,23,17,2,27,20,20,21,2,20,5,27,7,12,27,25,25
DEN-1991,20,62,7,15,22,21,82,25,1,1,27,3,1,23,1,1,24,12,12,14,1,5,1,16,3,16,16,27,1
DEN-1990,43,39,4,2,26,26,82,14,1,1,21,8,6,8,2,2,21,15,18,5,12,5,6,2,2,24,1,23,3
DEN-1989,44,38,3,1,24,25,82,2,1,1,18,4,5,6,2,1,19,11,17,8,10,7,4,2,9,10,2,22,2
DEN-1988,54,28,1,3,23,23,82,9,1,1,16,3,4,4,1,1,16,10,19,1,14,10,10,7,1,16,1,12,1
DEN-1987,37,45,4,2,21,23,82,13,1,1,19,12,10,15,1,1,19,7,8,9,4,15,8,5,7,14,2,21,3
DEN-1986,47,35,2,2,22,23,82,20,5,1,21,13,9,16,4,2,20,9,13,1,7,18,14,12,3,10,2,15,4
DEN-1985,52,30,1,2,22,22,82,6,2,2,14,10,11,4,2,2,14,3,5,5,2,19,8,7,1,12,6,17,1
DEN-1984,38,44,3,9,17,17,82,13,1,1,13,3,5,2,1,2,13,1,3,1,14,6,9,1,9,20,5,21,1
DEN-1983,45,37,2,5,19,16,82,18,2,1,7,22,20,22,2,1,7,1,1,1,13,7,6,2,6,21,5,12,1
DEN-1982,46,36,2,6,23,20,82,6,1,1,1,15,15,10,1,1,1,1,1,1,12,9,11,2,14,17,14,10,1
DEN-1981,37,45,4,6,20,11,82,1,1,1,17,14,14,16,2,1,17,1,1,1,2,4,2,14,13,18,6,16,1
DEN-1980,30,52,3,6,6,11,82,10,17,13,20,6,8,3,17,11,19,8,3,21,6,6,3,15,17,12,10,7,14
DEN-1979,47,35,2,11,10,6,82,18,17,21,14,,,,17,21,14,1,1,20,5,5,3,10,19,11,16,14,9
DEN-1978,48,34,1,19,14,14,82,6,13,17,8,,,,13,17,8,2,2,7,17,4,7,7,7,10,17,16,6
DEN-1977,50,32,1,5,21,12,82,6,8,16,6,,,,8,16,6,1,1,16,7,7,6,1,1,6,22,16,2
DNA-1976,60,24,1,5,4,4,84,5,1,4,1,6,6,8,1,2,1,1,1,4,6,4,6,1,4,3,8,4,1
DNA-1975,65,19,1,5,2,7,84,5,1,8,1,10,10,10,1,5,1,1,1,2,6,8,8,1,1,3,10,9,1
DNR-1974,37,47,5,6,1,1,84,5,6,3,10,3,5,1,6,4,10,3,3,2,3,5,4,4,10,5,5,6,5
DNR-1973,47,37,3,9,1,2,84,9,9,8,9,7,6,9,8,8,8,2,1,4,4,6,5,6,,,6,6,8
DNR-1972,34,50,4,6,3,10,84,6,6,4,9,11,11,11,5,2,9,8,7,7,3,7,6,2,,,2,11,9
DNR-1971,30,54,5,9,2,4,84,1,5,2,11,8,8,9,2,1,11,5,4,6,2,3,2,10,,,8,2,7
DNR-1970,51,33,1,7,4,4,84,3,2,1,5,3,3,5,4,3,4,6,8,5,4,1,1,10,,,1,1,3
DNR-1969,44,34,3,2,4,6,78,4,3,9,2,8,7,9,4,7,2,9,10,7,10,4,9,11,,,2,5,5
DNR-1968,45,33,3,6,4,4,78,5,9,10,4,11,10,11,5,6,4,8,9,5,,,9,10,,,3,8,9
DET-2019,4,5,3,8,27,1,9,25,28,24,28,27,20,29,25,20,23,11,10,20,7,23,17,30,30,26,6,18,28
DET-2018,39,43,4,18,25,2,82,12,16,9,23,14,16,5,21,14,26,27,24,25,11,18,16,15,14,27,7,4,22
DET-2017,37,45,5,22,6,1,82,13,7,1,22,27,26,28,2,2,23,30,29,29,8,5,4,24,25,29,3,3,26
DET-2016,44,38,3,23,7,2,82,5,18,5,25,10,10,22,18,18,23,20,5,30,2,11,2,27,24,30,9,6,19
DET-2015,32,50,5,21,21,4,82,18,20,6,27,9,11,17,23,17,25,26,17,29,2,16,4,16,16,13,8,7,18
DET-2014,29,53,4,25,18,3,82,22,8,4,20,27,22,29,2,2,13,16,6,30,1,22,3,24,8,13,13,12,14
DET-2013,29,53,4,22,6,1,82,16,21,23,14,22,24,18,17,15,19,22,12,29,8,20,13,22,26,16,26,13,22
DET-2012,25,41,4,13,11,13,66,10,25,24,25,26,26,13,17,10,26,14,15,18,12,29,27,28,23,26,28,16,27
DET-2011,30,52,4,10,1,19,82,6,16,13,17,20,22,6,9,7,22,28,25,27,12,29,30,17,16,30,2,7,22
DET-2010,27,55,5,14,12,14,82,17,28,21,27,28,26,30,18,6,25,20,16,27,2,30,27,26,14,27,7,24,29
DET-2009,39,43,3,4,21,28,82,4,22,17,20,28,28,26,8,5,22,28,27,24,10,17,16,16,29,19,2,19,28
DET-2008,59,23,1,6,13,23,82,25,18,22,13,22,22,13,16,12,16,20,22,14,10,25,21,10,17,3,1,13,17
DET-2007,53,29,1,3,9,25,82,8,18,17,20,23,19,26,18,13,18,19,22,7,10,24,18,13,17,1,1,5,21
DET-2006,64,18,1,5,14,22,82,17,11,11,12,7,10,3,23,16,16,27,26,23,9,24,19,2,16,3,1,1,19
DET-2005,54,28,1,6,13,29,82,3,23,23,17,22,22,23,16,12,20,16,13,23,6,10,4,12,20,3,11,2,24
DET-2004,54,28,2,12,20,24,82,19,24,26,19,24,26,15,18,14,21,9,9,14,12,12,11,15,13,1,18,4,24
DET-2003,50,32,1,6,24,22,82,5,26,28,24,6,6,8,28,28,24,13,12,9,26,18,25,23,28,8,5,10,26
DET-2002,50,32,1,4,28,18,82,29,24,29,8,5,5,6,28,28,8,14,14,13,29,24,29,18,15,1,17,8,18
DET-2001,32,50,5,17,28,19,82,10,15,4,28,15,14,15,18,5,27,7,6,24,3,3,1,24,20,12,26,26,13
DET-2000,42,40,4,12,11,20,82,7,12,21,9,10,11,14,17,23,5,1,1,6,26,18,22,23,12,29,19,23,2
DET-1999,29,21,3,16,15,12,50,19,21,25,10,10,11,5,22,25,13,14,14,11,18,21,20,20,6,22,18,17,20
DET-1998,37,45,6,15,13,18,82,1,23,22,18,22,16,26,17,18,14,6,6,12,15,16,16,25,14,25,8,9,20
DET-1997,54,28,3,12,20,20,82,15,23,28,10,7,9,3,26,27,11,20,18,14,29,18,28,29,21,29,1,5,24
DET-1996,46,36,5,20,13,17,82,10,26,28,17,9,14,2,28,28,22,11,14,12,27,10,17,28,29,20,7,19,25
DET-1995,28,54,7,16,17,4,82,25,16,16,17,9,9,18,19,20,15,26,27,11,22,24,25,15,8,11,17,26,21
DET-1994,20,62,7,13,15,21,82,20,18,12,23,3,4,10,22,19,20,27,27,17,23,22,24,25,25,26,7,20,24
DET-1993,40,42,6,1,21,16,82,16,21,8,26,9,7,18,20,15,24,27,25,24,1,20,8,22,26,27,3,5,25
DET-1992,48,34,3,2,21,13,82,20,24,25,18,17,18,19,21,19,18,18,17,19,8,13,12,20,26,23,7,4,26
DET-1991,50,32,2,2,17,5,82,13,26,23,19,21,18,21,24,16,21,14,17,15,10,10,10,23,27,23,2,12,24
DET-1990,59,23,1,2,18,5,82,14,19,21,15,15,16,13,18,19,15,18,17,13,11,10,9,17,27,13,8,18,19
DET-1989,63,19,1,3,21,6,82,8,19,24,5,18,18,19,15,18,6,10,11,15,14,6,7,17,25,19,11,12,16
DET-1988,54,28,1,7,19,6,82,9,11,18,3,21,22,19,6,11,6,4,3,17,12,6,5,15,22,17,9,11,8
DET-1987,52,30,2,9,21,7,82,8,9,15,6,23,23,21,5,4,7,6,6,12,9,1,1,16,20,11,15,15,8
DET-1986,46,36,3,15,20,3,82,15,3,2,14,15,19,8,1,1,15,17,19,3,4,6,4,3,11,21,3,10,7
DET-1985,46,36,2,8,19,4,82,6,3,1,17,19,17,20,3,1,18,14,18,4,1,5,1,5,12,15,4,15,3
DET-1984,49,33,2,19,20,2,82,6,4,2,19,16,17,16,4,1,19,5,7,6,1,7,1,4,10,11,2,16,3
DET-1983,37,45,3,20,20,2,82,2,10,4,18,2,2,3,12,8,18,4,4,9,3,9,5,13,15,5,13,14,6
DET-1982,39,43,3,21,17,2,82,6,10,5,17,10,7,16,10,7,17,3,2,9,2,16,8,15,8,3,21,11,6
DET-1981,21,61,6,23,9,7,82,17,22,19,22,22,21,22,22,17,22,16,15,19,11,23,21,23,1,7,23,19,23
DET-1980,16,66,6,21,9,6,82,16,6,6,12,12,10,11,6,6,12,18,16,19,14,13,13,19,8,3,22,15,11
DET-1979,30,52,4,18,16,4,82,6,9,2,16,,,,9,2,16,18,16,21,6,17,13,12,4,5,10,17,10
DET-1978,38,44,4,13,9,1,82,5,12,18,7,,,,12,18,7,7,5,17,11,13,13,20,5,18,22,8,10
DET-1977,44,38,2,11,13,5,82,15,1,4,3,,,,1,4,3,21,21,19,18,20,19,8,5,7,15,20,6
DET-1976,36,46,2,12,15,3,82,10,6,7,8,,,,6,7,8,15,14,8,7,16,13,14,6,13,10,14,9
DET-1975,40,42,3,6,8,1,82,18,16,18,5,,,,16,18,5,11,11,6,16,16,18,10,11,6,7,1,17
DET-1974,52,30,3,12,4,2,82,6,13,13,9,,,,13,13,9,8,6,13,9,11,9,12,4,6,11,10,11
DET-1973,40,42,3,14,8,3,82,4,7,7,6,,,,7,7,6,3,3,12,,,10,16,,,,7,6
DET-1972,26,56,4,12,6,2,82,2,10,12,8,,,,10,12,8,7,7,10,,,15,17,,,,9,10
DET-1971,45,37,4,12,8,11,82,1,13,15,9,,,,13,15,9,7,5,10,,,17,17,,,,9,13
DET-1970,31,51,7,11,5,10,82,4,13,14,6,,,,13,14,6,6,3,10,,,14,14,,,,4,13
DET-1969,32,50,6,8,5,9,82,9,4,10,6,,,,4,10,6,3,4,9,,,13,12,,,,9,5
DET-1968,40,42,4,9,3,5,82,7,4,6,6,,,,4,6,6,5,4,11,,,4,10,,,,9,4
DET-1967,30,51,5,9,1,3,81,2,10,3,10,,,,10,3,10,10,10,7,,,4,10,,,,9,10
DET-1966,22,58,5,9,3,3,80,8,8,2,9,,,,8,2,9,9,9,8,,,6,9,,,,2,9
DET-1965,31,49,4,9,1,1,80,5,3,2,7,,,,3,2,7,9,9,8,,,3,7,,,,4,7
DET-1964,23,57,5,7,2,4,80,,7,3,7,,,,7,3,7,7,8,6,,,5,7,,,,7,8
DET-1963,34,46,3,9,1,3,80,,5,4,6,,,,5,4,6,6,5,6,,,5,8,,,,7,6
DET-1962,37,43,3,5,3,9,80,,8,8,8,,,,8,8,8,2,3,5,,,3,9,,,,4,7
DET-1961,34,45,3,6,3,7,79,,6,6,4,,,,6,6,4,1,1,4,,,5,5,,,,5,5
DET-1960,30,45,2,3,4,7,75,,7,5,7,,,,7,5,7,3,2,6,,,3,7,,,,6,6
DET-1959,28,44,3,2,2,8,72,,7,5,7,,,,7,5,7,6,5,6,,,8,8,,,,5,6
DET-1958,33,39,2,1,5,6,72,,7,5,7,,,,7,5,7,4,4,3,,,5,8,,,,3,5
FTW-1957,34,38,3,5,5,7,72,,7,7,5,,,,7,7,5,7,7,5,,,7,4,,,,1,7
FTW-1956,37,35,1,1,3,4,72,,8,8,5,,,,8,8,5,6,5,6,,,8,3,,,,2,8
FTW-1955,43,29,1,2,6,7,72,,7,8,3,,,,7,8,3,2,1,5,,,8,5,,,,4,5
FTW-1954,40,32,3,4,4,4,72,,7,7,3,,,,7,7,3,5,5,2,,,4,3,,,,1,8
FTW-1953,36,33,3,5,1,1,69,,8,9,7,,,,8,9,7,5,6,3,,,6,7,,,,6,7
FTW-1952,29,37,4,5,3,3,66,,9,10,8,,,,9,10,8,6,4,6,,,5,6,,,,4,9
FTW-1951,32,36,3,,,,68,,6,2,9,,,,6,2,9,4,4,9,,,1,10,,,,9,4
FTW-1950,40,28,3,,,,68,,8,2,14,,,,8,2,14,7,5,14,,,,6,,,,17,8
FTW-1949,22,38,5,,,,60,,12,6,12,,,,12,6,12,4,3,6,,,,7,,,,10,12
GSW-2019,10,1,1,3,5,11,11,6,1,8,1,2,11,1,3,11,2,8,14,4,16,4,4,1,8,5,25,27,1
GSW-2018,58,24,1,4,5,6,82,23,1,24,1,8,17,1,5,20,1,18,22,1,28,7,17,1,9,1,26,15,1
GSW-2017,67,15,1,5,15,14,82,18,1,9,1,4,5,3,5,22,1,17,18,11,20,3,7,1,1,1,22,12,1
GSW-2016,73,9,1,10,18,30,82,5,1,3,1,1,1,1,16,26,1,22,23,16,21,1,4,1,9,2,24,19,1
GSW-2015,67,15,1,16,12,26,82,26,1,3,1,2,4,1,10,21,2,23,26,9,23,4,6,1,4,2,18,13,1
GSW-2014,51,31,2,12,8,21,82,15,3,6,9,2,6,4,13,20,10,26,24,19,17,2,5,7,13,10,22,22,10
GSW-2013,47,35,2,22,8,8,82,16,6,9,11,8,13,1,16,14,18,14,18,4,22,1,3,14,27,27,24,29,7
GSW-2012,23,43,4,24,24,22,66,23,7,10,7,3,9,2,18,18,12,29,29,11,29,24,28,9,11,6,4,27,12
GSW-2011,36,46,3,21,21,30,82,12,1,1,14,4,6,2,11,10,19,30,30,17,10,26,19,7,2,12,23,24,7
GSW-2010,26,56,4,25,30,30,82,26,2,1,8,7,7,4,5,7,10,5,11,4,29,27,30,5,1,25,19,30,2
GSW-2009,29,53,3,26,21,30,82,7,3,3,12,15,18,11,4,2,16,1,2,8,9,14,11,15,6,1,21,25,2
GSW-2008,48,34,3,23,25,23,82,18,1,1,12,2,1,23,6,12,6,14,16,18,5,14,6,8,2,19,7,27,1
GSW-2007,42,40,3,27,21,13,82,27,2,1,12,3,1,14,9,21,4,21,17,26,12,16,10,4,1,3,23,26,2
GSW-2006,34,48,5,19,18,5,82,17,19,3,28,2,2,22,26,24,24,21,12,26,8,12,5,16,9,18,12,23,11
GSW-2005,34,48,5,16,21,9,82,5,9,1,28,5,4,16,21,16,26,28,27,27,5,17,10,8,11,15,5,14,13
GSW-2004,37,45,4,7,20,7,82,7,14,18,15,12,10,24,14,21,9,17,13,26,14,8,7,18,25,17,13,7,13
GSW-2003,38,44,6,27,24,8,82,26,5,3,16,13,13,17,6,6,15,1,1,5,1,8,1,18,23,3,23,17,2
GSW-2002,21,61,7,28,12,3,82,20,11,2,26,24,23,27,4,1,27,2,2,26,1,13,1,24,14,4,29,28,7
GSW-2001,17,65,7,22,25,14,82,21,14,1,29,26,21,29,4,1,29,24,15,27,1,24,2,15,4,17,25,6,20
GSW-2000,19,63,6,20,26,16,82,22,17,2,28,17,15,27,10,4,28,20,9,27,1,21,2,15,7,24,20,26,22
GSW-1999,21,29,6,15,28,17,50,8,14,3,26,25,23,28,5,2,26,28,26,29,1,4,1,15,17,20,14,29,25
GSW-1998,19,63,6,23,27,6,82,10,25,3,29,29,28,29,10,1,29,28,27,25,2,3,1,21,25,9,24,16,29
GSW-1997,30,52,7,19,18,26,82,5,11,12,12,16,15,20,10,13,12,4,8,1,10,22,15,12,25,20,27,12,9
GSW-1996,36,46,6,19,18,28,82,21,16,6,22,20,19,12,14,6,23,5,5,8,5,19,11,13,7,9,19,11,13
GSW-1995,26,56,6,20,24,18,82,5,8,8,11,4,2,23,15,18,7,10,5,25,10,12,7,9,18,18,27,5,6
GSW-1994,50,32,3,26,26,12,82,8,1,4,1,11,10,11,1,8,2,19,8,27,9,13,9,3,4,4,24,13,2
GSW-1993,34,48,6,25,24,5,82,4,5,7,12,8,9,10,8,14,9,13,6,26,10,15,10,17,11,19,26,24,3
GSW-1992,55,27,2,24,24,7,82,3,1,4,2,7,6,13,1,10,1,2,1,17,17,16,18,11,2,20,20,26,1
GSW-1991,44,38,4,15,25,15,82,13,6,4,8,5,5,6,8,13,7,1,1,8,16,21,18,18,5,21,18,26,2
GSW-1990,37,45,5,23,24,23,82,25,7,9,12,5,4,15,14,18,7,1,1,3,27,16,25,19,10,8,24,21,1
GSW-1989,43,39,4,18,13,23,82,1,3,2,20,10,9,18,3,2,18,8,9,4,4,4,1,20,4,1,18,13,4
GSW-1988,20,62,5,21,12,18,82,9,10,5,21,17,18,18,9,3,21,17,21,3,15,22,20,16,5,23,14,21,14
